"","internal_ID","session_ID","prolific_ID","age","gender","dominant_hand","english_nativelang","nativelang_text","english_fluent","fluentlang_text","race","hispanic","education_level"
"50","1058","debugeNMFk:debug66ryP","64badb09518eb5b219132eea","40-44","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"51","1059","debug6zDlJ:debugAxoMY","6070388ecc8d1f63c6349b7b","25-29","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"52","1060","debugL1smG:debugfqnhU","64457bc906c125cebd4bf66b","75-79","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"53","1061","debugSsxDe:debugG53L3","63cedafa29d08471b828a96a","45-49","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"54","1063","debugwh9JH:debug4eekG","5b421b9ac2e3810001763252","35-39","F","Left","Y",NA,"Y",NA,"Multiracial","N","Bachelor degree"
"55","1064","debugjDhJn:debug7Akv1","5cc88c623ad175001a417ad0","40-44","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"56","1065","debugD4TJY:debugw12Fd","5dfaafeec0b81f7f32f10709","25-29","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"57","1066","debugDYczY:debugN2SnJ","60a0b744298c64d46b63e893","55-59","F","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"58","1067","debugoRVb4:debugcsyBS","5b0710e7a84dcf0001beee8a","55-59","F","Right","Y",NA,"Y",NA,"Multiracial","N","Bachelor degree"
"59","1068","debugbaHzi:debugaZfoa","65abe8df479fdc244d1643b2","60-64","F","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"60","1070","debugDggxT:debug9QGO0","63254db937c17e8e9200fd54","25-29","M","Right","Y",NA,"Y",NA,"White","Y","Bachelor degree"
"61","1071","debug3125r:debugADh2z","5e37fb7f1719dd000b3f5c42","50-54","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"62","1072","debug27a6L:debugyDHoJ","660d1556a5ffe5279149aaef","30-34","M","Right","Y",NA,"Y",NA,"Black","Y","Masters degree"
"63","1073","debugyILvd:debug3W9Ox","571b37aa5d40840011c3a04d","60-64","F","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"64","1074","debugPpD2B:debugw9sVy","62d6d87d91cf24a3c1c0f10c","35-39","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"65","1075","debugKwK4X:debugQuaBJ","5f0f7fe1d7ad1c000b42d091","25-29","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"66","1076","debugII3s8:debugil7mV","60aad516e34718d318bfb44d","30-34","F","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"67","1077","debugmUorW:debugOOIj8","5dd5c04f86c88658b24d4cde","35-39","F","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"68","1078","debug1yybS:debugRi2ZW","65df3e6ddf54a39320133429","35-39","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"69","1079","debugPeyXz:debugCy8KX","5e7d30c3ce25953beed86d43","25-29","M","Right","Y",NA,"Y",NA,"Prefer not to say","Y","Bachelor degree"
"70","1081","debugyLch2:debugewirr","65c8d7f023278532f6f49139","25-29","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"71","1082","debugGmrvr:debugQZ7sO","564f489b9b124900127ec16f","35-39","F","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"72","1083","debugaYx9g:debugNWuRC","66033a51d2af496017963573","18-19","M","Right","Y",NA,"Y",NA,"Black","N","Associate degree"
"73","1084","debugGjqie:debugCAFZ9","5fa7f2d31418d35a96331337","35-39","F","Right","Y",NA,"Y",NA,"Black","N","Associate degree"
"74","1085","debugvkd5U:debug3GU6E","5b17642244127b00013f7f65","35-39","F","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"75","1086","debugi2ccR:debugvokvO","60c0fa09ef735c52ada64d23","20-24","F","Right","Y",NA,"Y",NA,"Prefer not to say","NONE","Bachelor degree"
"76","1087","debugqVVxT:debug0SyjW","5c904569bc1a950016fbfc91","35-39","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"77","1088","debugsle3a:debugotymt","5b27587e007d870001c7de84","35-39","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"78","1089","debugV4Gpq:debug55lSt","5f765a3c8a6ec010370c9cc1","20-24","M","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"79","1091","debugLWSRD:debugGw1tx","57160a57cd6ea20011dae249","35-39","M","Right","Y",NA,"Y",NA,"Multiracial","N","Bachelor degree"
"80","1092","debug9dJEB:debugYxwmQ","5e36be214de4516479b48f31","20-24","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"81","1093","debugt9nt1:debug8bLKX","6310a577c2072bb8325998b7","35-39","M","Right","Y",NA,"Y",NA,"White","N","Associate degree"
"82","1094","debugBvuL8:debugmnAvF","660cda55786e37b1cbb49717","35-39","M","Right","Y",NA,"Y",NA,"Black","N","High school degree or equivalent"
"83","1095","debugPHgYl:debugKKQL2","644c34bee80856c9546c7312","30-34","M","Right","Y",NA,"Y",NA,"Black","N","High school degree or equivalent"
"84","1096","debug1gP4p:debugomom0","60a8bd22d03adbe92cbb9a5e","25-29","M","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"85","1097","debugvSDze:debugDoyBA","660724a45eceb43b0c11aeb9","55-59","M","Right","Y",NA,"Y",NA,"Black","N","Masters degree"
"86","1098","debugUqQb8:debugQXDUl","659418d3eaee26bfa4ea8d46","55-59","F","Right","Y",NA,"Y",NA,"White","N","Associate degree"
"87","1099","debugjmjtY:debugFVxcr","6608255733b6d047525acec8","45-49","F","Left","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"88","1100","debugW4eDk:debugFO77d","652bec7edafaf7eb52260adc","35-39","M","Right","Y",NA,"Y",NA,"Asian","N","Some college but no degree"
"89","1102","debugJutnr:debugkEhXy","5cc9df34a0289a001408c402","25-29","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"90","1103","debug7MTiN:debugsWHH9","5f6b8c1f5622370b0c94d597","35-39","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"91","1104","debugdVlTi:debug94xtM","58404fd8ad98e40001ce915f","50-54","F","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"92","1105","debugcuu1R:debugIqYC4","55d8389069dbc30005b67b57","50-54","F","Right","Y",NA,"Y",NA,"Black","N","Associate degree"
"93","1106","debugTZ39m:debugPeZLP","60b7e1bcfe148de04d17624b","25-29","F","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"94","1107","debuguz8A1:debugSiigO","59cb95053306be000195be2e","30-34","F","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"95","1108","debug1V8MS:debugvLyP0","5eff5f05b92981000a2aed73","25-29","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"96","1109","debugsSLtE:debugWtZ3A","558fff05fdf99b3f7aada357","35-39","M","Right","Y",NA,"Y",NA,"Asian","N","Bachelor degree"
"97","1110","debugldrZs:debuggQAib","64d90ef50ad4204b1babb416","50-54","M","Right","Y",NA,"Y",NA,"White","N","Masters degree"
"98","1112","debug526cF:debugreYYd","5bd494e5669ee1000144c587","30-34","F","Right","Y",NA,"Y","spanish","NativeAmerican","Y","Associate degree"
"99","1113","debugMXPqC:debugBnDDW","5aeae9fd26b66800016982d6","30-34","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"100","1114","debugn5g0y:debug6yeEx","628781515f29a0394e23b15b","30-34","M","Left","Y",NA,"Y",NA,"White","N","Bachelor degree"
"101","1115","debugpuvwx:debugBP7Iq","62a96f8f6ab7e0c3ce90095f","20-24","M","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"102","1116","debugZAOPI:debug1BGEz","582f8bbd4cadc80001b0fbd3","35-39","M","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"103","1117","debugT611U:debuggeB6O","653e69acd1d1340f02fa4cbc","20-24","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"104","1118","debugBNJ3X:debugYz1lh","5e35373e1ddb124e6c306747","45-49","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"105","1119","debugbh9lX:debugY3V69","634688e5fa2b2ff0a83c7a17","45-49","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"106","1120","debugRpwLc:debugO3jhL","602a2911a73ba046955f6c58","50-54","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"107","1121","debug55OUQ:debugGPv1U","5c0cb29e1b80df00017843d2","30-34","F","Right","Y",NA,"Y",NA,"Asian","N","Masters degree"
"108","1122","debugG3xcc:debugIdGtx","5d52e15363bdb100010883f1","75-79","M","Right","Y",NA,"Y",NA,"White","N","Associate degree"
"109","1123","debugoHePb:debug0zAqp","601129f77e0c21000b0c408a","25-29","M","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"110","1125","debugodOmL:debuglimT4","64217d8202361ad4dbed3596","55-59","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"111","1126","debugC0Eoh:debugQ8dG2","64360bec4a0f7a0288f847fa","50-54","M","Right","Y",NA,"Y",NA,"Black","N","Some college but no degree"
"112","1127","debug7CU97:debug8HzGw","5f9ec66a5a97fa0748bc61a3","65-69","M","Left","Y",NA,"Y",NA,"Prefer not to say","N","Masters degree"
"113","1128","debugvO0PL:debugH4v62","5a7255c8c2eb6c00017e2dcf","30-34","NONE","Left","Y",NA,"Y",NA,"White","N","Bachelor degree"
"114","1129","debugY3KyC:debugvRsnY","5de7d7a6603b1b73f3944f8e","35-39","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"115","1130","debugavfu7:debugzA2qj","62bb42e2f21cfdb280cc975f","25-29","F","Right","Y","English","Y",NA,"Prefer not to say","Y","Some college but no degree"
"116","1132","debugSrvQl:debugrvoLj","57aa0bdb9ff3e900014135d9","35-39","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"117","1133","debugkpRTb:debugCWMmo","5adef952f6b58c0001fa755b","55-59","M","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"118","1134","debugjg1Gf:debugWZ5sG","63d42902a85ae3e7b4920266","30-34","M","Right","Y",NA,"Y",NA,"Asian","N","Bachelor degree"
"119","1135","debugcgz5O:debugaDCZ1","6405b9bcaa464300e6660d7d","30-34","M","Right","Y",NA,"Y",NA,"White","N","Masters degree"
"120","1136","debugQ9mQ2:debugMpf2f","652d35bf8e2f5c57cf0ceaef","25-29","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"121","1138","debuguexEE:debugiMDyx","601b28841ca7bb2f8edaa293","30-34","M","Right","Y",NA,"Y",NA,"White","N","Associate degree"
"122","1139","debugt84fr:debug6Zj17","63a0ba2b090476e91839f62e","60-64","F","Left","Y",NA,"Y",NA,"White","N","Some college but no degree"
"123","1140","debug2vQ8d:debugn8P5B","60f1ddf2ba77ba7c771c936c","30-34","F","Right","Y",NA,"Y",NA,"White","N","Masters degree"
"124","1142","debuggPtvd:debugnm4P5","6156eb44180abbb2fd2cb6d8","45-49","M","Left","Y",NA,"Y",NA,"White","N","Bachelor degree"
"125","1143","debug7XGsK:debugeBKr7","641081a1261eb10752b72497","55-59","M","Right","Y",NA,"Y",NA,"White","N","Masters degree"
"126","1144","debugYqMhb:debug81c24","62c5d0cfdf443d24e054d302","30-34","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"127","1145","debugLyxyy:debugSyGlo","60ad6e3e616fba718b79ea06","30-34","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"128","1146","debuge45UY:debug25Ute","5dd05d80b2204f1487f7812c","35-39","M","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"129","1149","debugLn3ba:debug006HG","5e4feb8037713502e9ed364b","20-24","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"130","1151","debugPv44K:debug8ggFa","628d14b52b5bd1d83ed1f7d2","35-39","F","Right","Y",NA,"Y",NA,"Multiracial","N","Associate degree"
"131","1152","debug0uzMZ:debugmRQDf","5c3f9ae8ef1d0d0001b2d5e4","35-39","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"132","1153","debugl3WiQ:debugLNg9u","6143af8721d1445864c4f6c8","50-54","M","Right","Y",NA,"Y",NA,"NativeAmerican","N","High school degree or equivalent"
"133","1154","debug0UkkY:debugZR1zo","60147514665c424b4b812e7d","18-19","M","Right","Y",NA,"Y",NA,"Asian","N","Some college but no degree"
"134","1155","debugKXIvt:debugziiu1","660b46f30e0078173c658320","25-29","M","Left","Y",NA,"Y",NA,"White","N","Masters degree"
"135","1156","debugowlL8:debug5XA4N","5d1b97e5e24a990001f325fd","30-34","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"136","1157","debugpVz8n:debug8yhz6","65313bdcb9fd825a8c1d4981","40-44","F","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"137","1158","debughmSOQ:debugZZDan","5b97f70161c19e00018db4a8","35-39","M","Right","Y",NA,"Y",NA,"White","Y","Bachelor degree"
"138","1159","debugBf6iJ:debugdHSZb","6576349f6e119563e8473f61","25-29","M","Right","Y",NA,"Y",NA,"Black","N","Masters degree"
"139","1162","debug6f4mV:debug3oUYy","5ea89d0c5a0a9c12978f8263","35-39","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"140","1163","debuguOoC9:debugMkTg5","65aaf74b028a4828c08a4630","75-79","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"141","1164","debugorQP8:debugkTwIu","65e6bebf625a8201fff5cb70","25-29","M","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"142","1166","debugceDGj:debug2K9C3","5d74001d391b6600175f433b","35-39","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"143","1167","debugfQBYX:debugCIOTi","5b4cb885af5c4e00013aa33b","35-39","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"144","1168","debugzQH3N:debug5vbjR","6466249c27b5e4161f763c32","35-39","M","Left","Y",NA,"Y",NA,"Black","N","Some college but no degree"
"145","1169","debugTr4YA:debugfXumT","655e09fc282e4139c82f834a","35-39","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"146","1170","debugTVS2y:debugS2y1O","6111c4865701e1ba367af3e3","25-29","F","Right","Y",NA,"Y",NA,"White","N","Masters degree"
"147","1171","debugcrfB8:debugCmq0w","66095082185479f7db42d782","25-29","F","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"148","1173","debugHty3R:debugdBrKM","5deb341d35575a2547b1f85a","35-39","F","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"149","1174","debugHAsgQ:debugRAuYZ","5c74e7e9c3fe130001e86cc8","35-39","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"150","1175","debugKZqFW:debugld4dP","5d5a75c570a7c1000152623e","35-39","M","Right","Y",NA,"Y",NA,"White","N","Doctoral degree"
"151","1177","debugjgkRJ:debugvAED9","5ea180ae34f3aa0319313965","35-39","M","Right","Y",NA,"Y",NA,"White","N","Doctoral degree"
"152","1178","debugrV03N:debug6Hlo7","57acee52bfa77b0001bf31d4","40-44","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"153","1179","debugyGfOU:debughU1bZ","5edbaae1b9f9f68349ce80f3","25-29","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"154","1181","debugmaX9U:debugEANau","5ffc6ebd8f29260965cd1eed","25-29","F","Right","Y",NA,"Y",NA,"NativeAmerican","Y","Masters degree"
"155","1182","debugrWMsP:debugWtGcd","5f7529755aaa0e1a6e804640","45-49","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"156","1183","debugaiSEL:debug0Ucdg","632c78dac01ee4ebd60f742c","20-24","M","Right","Y",NA,"Y",NA,"Multiracial","N","Bachelor degree"
"157","1184","debugGcoDG:debugGtIQv","63b7231214a665c3e234df23","40-44","M","Right","Y",NA,"Y",NA,"NativeAmerican","N","Associate degree"
"158","1185","debugZD8Ap:debugR2LWb","5f3ec93efbd299158253f283","50-54","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"159","1186","debugWWbkW:debugFWCAJ","6012ed349807110d8eb941a6","35-39","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"160","1187","debugjkb5E:debuga2uNC","6148bd948f9404442c6b70e9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","1188","debug0yjF0:debugfY5op","5f8ee76cfd80ed0af447fa81","75-79","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"162","1189","debugsJepU:debugNwfgO","65ad066efb7c071ca1895ca1","60-64","F","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"163","1190","debug1vBiR:debugumkdi","659ecf23553b45a0326cb6b2","35-39","M","Right","Y",NA,"Y",NA,"Multiracial","N","Bachelor degree"
"164","1194","debugzu8Cp:debugqtWQP","5c7427d637793100010f8bff","25-29","F","Right","Y",NA,"Y",NA,"Prefer not to say","N","Bachelor degree"
"165","1195","debugcqLdd:debugyvdGD","566feba6b937e400052d33b2","40-44","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"166","1196","debugAgXuW:debugHxQ2c","6273eeabe7637501530d9733","25-29","M","Left","Y",NA,"Y",NA,"White","N","Bachelor degree"
"167","1197","debuguGYKI:debugcGuJC","5f83d644fcce94560676f774","25-29","M","Right","Y",NA,"Y",NA,"White","Y","Bachelor degree"
"168","1198","debugaZTTr:debug430fN","5acd7cb2e9d7a30001c2cc45","30-34","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"169","1199","debugq5yvR:debugemj6y","5f78e7a0d14cd84e060fde57","35-39","F","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"170","1200","debugDA6I9:debugkhoVI","63e5eb956eab1f2740ac6289","30-34","M","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"171","1201","debugLprDn:debugjE2CS","60bab50bcdd5d7ad3ee97479","20-24","F","Left","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"172","1202","debugSr5rS:debugDuZJ7","60fcc31e3a77261c13174e6f","35-39","F","Right","Y",NA,"Y",NA,"White","N","Masters degree"
"173","1203","debugA0pZg:debugMWUAE","607e6e60568d9d3b270c7ef8","50-54","F","Right","Y",NA,"Y",NA,"White","N","Some college but no degree"
"174","1204","debugPeLF4:debugpDN8q","65b6bb9487ad05cb475fbba5","55-59","F","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"175","1205","debug1gB8w:debugDL6PW","63a519bb6eeff2ad74314b53","60-64","F","Right","Y",NA,"Y",NA,"Black","N","Bachelor degree"
"176","1206","debugnCdw1:debugR0Z1O","5fe1053fad8fbab3583b4ecf","25-29","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"177","1207","debugIA24w:debug1dK2m","60422e525042bc0615f57583","20-24","M","Right","N","Xhosa","Y",NA,"Black","N","High school degree or equivalent"
"178","1210","debugOI2Le:debugIe1L1","6021b4592cecf2216baabfed","20-24","M","Left","Y",NA,"Y",NA,"Black","N","Some college but no degree"
"179","1211","debugq2z4o:debugQIDaa","559ffa9bfdf99b0ad674856a","35-39","M","Right","Y",NA,"Y",NA,"Asian","N","Some college but no degree"
"180","1212","debug5SHlr:debugeSO1u","5c5cad3e4ee81200018eafe2","70-74","F","Right","Y",NA,"Y",NA,"White","N","High school degree or equivalent"
"181","1213","debugyUg7K:debugHzW0f","62f3b543dce069211e8e982c","60-64","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"182","1214","debugycIT4:debugQEZGM","6062d142077e1d0ec0c9361a","20-24","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"183","1215","debugV0KXv:debugQk9a0","63174af7d57182f9bf90c094","40-44","M","Right","Y",NA,"Y",NA,"White","N","Bachelor degree"
"184","1216","debugHFFBr:debug7jkSL","603e1fe6849f5c63a9997cf5","25-29","M","Right","Y","Not appli","Y","N/A","Asian","N","Bachelor degree"
"185","1217","debugIdBsx:debugzXyYx","5b07e80e9d397e0001919fba","45-49","M","Right","Y",NA,"Y",NA,"White","N","Less than high school degree"
